Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType
56,Male,Barzil,72781,True,True,Engineer,Rural,Instagram,16,10,Vlogs,14,15,27,2,Evening,7,3,Boredom,Smartphone,Android,3:55 PM,9,1,Commuting,Mobile Data
22,Male,Vietnam,72780,True,False,Labor/Worker,Urban,TikTok,58,11,Trends,3,7,22,99,Night,2,8,Boredom,Tablet,MacOS,11:30 PM,4,6,At school,Mobile Data
39,Female,India,81440,True,True,driver,Urban,YouTube,35,1,Entertainment,11,14,5,92,Evening,7,3,Boredom,Smartphone,Android,3:55 PM,9,1,At home,Mobile Data
46,Other,Mexico,64199,True,False,driver,Urban,TikTok,170,1,Jokes/Memes,3,6,34,83,Afternoon,6,4,Habit,Smartphone,Windows,7:25 PM,8,2,At school,Mobile Data
20,Male,Indonesia,81035,True,True,Waiting staff,Rural,TikTok,185,13,Entertainment,19,21,39,33,Evening,7,3,Boredom,Smartphone,Windows,3:55 PM,9,1,At work,Mobile Data
29,Male,United States,28210,False,False,driver,Urban,YouTube,88,5,Entertainment,10,15,3,21,Evening,7,3,Entertainment,Computer,Android,3:55 PM,9,1,At work,Wi-Fi
43,Male,United States,64363,True,True,Manager,Rural,TikTok,11,1,Vlogs,27,20,17,74,Evening,7,3,Boredom,Tablet,MacOS,3:55 PM,9,1,At home,Wi-Fi
33,Male,Mexico,98279,True,False,driver,Rural,YouTube,141,3,Entertainment,15,8,24,53,Night,2,8,Entertainment,Smartphone,Android,11:30 PM,4,6,At home,Mobile Data
54,Other,Mexico,80348,True,True,Labor/Worker,Rural,Instagram,285,18,Trends,11,2,24,46,Afternoon,6,4,Entertainment,Tablet,iOS,7:25 PM,8,2,Commuting,Mobile Data
39,Other,Vietnam,75284,True,False,Labor/Worker,Urban,TikTok,126,9,Jokes/Memes,15,8,3,45,Evening,7,3,Boredom,Smartphone,Android,3:55 PM,9,1,At school,Mobile Data
46,Male,India,92124,True,True,Waiting staff,Rural,YouTube,173,14,Trends,26,1,45,9,Evening,7,3,Entertainment,Tablet,MacOS,3:55 PM,9,1,At home,Mobile Data
31,Female,Japan,88847,True,False,Manager,Rural,Facebook,297,17,Vlogs,27,26,7,6,Afternoon,6,4,Boredom,Tablet,iOS,7:25 PM,8,2,At work,Mobile Data
45,Male,United States,42432,False,True,Students,Rural,TikTok,37,14,Entertainment,24,17,25,51,Afternoon,6,4,Habit,Tablet,Android,7:25 PM,8,2,At work,Mobile Data
22,Female,United States,84089,True,False,Labor/Worker,Rural,Instagram,10,4,Vlogs,13,19,3,35,Afternoon,6,4,Procrastination,Tablet,iOS,7:25 PM,8,2,At home,Wi-Fi
64,Male,Indonesia,75398,True,True,Labor/Worker,Rural,YouTube,197,5,Life Hacks,5,5,15,82,Afternoon,6,4,Boredom,Smartphone,MacOS,7:25 PM,8,2,At home,Mobile Data
47,Female,Indonesia,23321,False,False,Labor/Worker,Rural,TikTok,65,17,Jokes/Memes,4,22,29,53,Morning,9,1,Procrastination,Tablet,Windows,7:45 AM,10,0,At home,Wi-Fi
63,Male,India,57383,True,True,Engineer,Rural,TikTok,44,2,Life Hacks,13,20,29,19,Afternoon,6,4,Entertainment,Smartphone,Android,7:25 PM,8,2,At work,Mobile Data
22,Male,Mexico,98682,True,False,Labor/Worker,Urban,TikTok,121,5,Jokes/Memes,9,16,10,69,Night,2,8,Habit,Tablet,iOS,11:30 PM,4,6,At work,Mobile Data
29,Female,Barzil,99190,True,True,Waiting staff,Rural,Instagram,295,4,ASMR,25,7,32,25,Evening,7,3,Habit,Smartphone,iOS,3:55 PM,9,1,At home,Wi-Fi
33,Female,India,72893,True,True,driver,Rural,YouTube,45,4,Trends,17,7,23,11,Afternoon,6,4,Entertainment,Smartphone,iOS,7:25 PM,8,2,Commuting,Wi-Fi
43,Male,United States,55820,True,True,Students,Rural,Facebook,226,6,Vlogs,2,18,39,74,Evening,7,3,Procrastination,Smartphone,Android,3:55 PM,9,1,At school,Wi-Fi
43,Female,Vietnam,86262,True,True,Manager,Rural,Facebook,89,13,Life Hacks,24,18,9,17,Morning,9,1,Boredom,Smartphone,Android,7:45 AM,10,0,At work,Mobile Data
38,Male,Indonesia,23760,False,False,Students,Rural,Facebook,92,5,Vlogs,5,2,37,36,Night,2,8,Entertainment,Smartphone,iOS,11:30 PM,4,6,At school,Wi-Fi
56,Other,United States,42190,False,True,driver,Urban,YouTube,74,7,Jokes/Memes,16,15,40,90,Morning,9,1,Habit,Smartphone,iOS,7:45 AM,10,0,At home,Mobile Data
53,Female,India,87411,True,False,Students,Urban,Facebook,137,1,Gaming,7,14,14,95,Night,2,8,Entertainment,Tablet,Android,11:30 PM,4,6,At home,Mobile Data
50,Other,Philippines,43377,False,True,Labor/Worker,Rural,Instagram,31,14,Comedy,1,18,4,96,Night,2,8,Habit,Tablet,Android,11:30 PM,4,6,At work,Mobile Data
47,Male,United States,66737,True,False,Students,Rural,YouTube,225,4,Jokes/Memes,28,29,20,21,Afternoon,6,4,Habit,Smartphone,iOS,7:25 PM,8,2,At work,Mobile Data
54,Male,India,89569,True,True,Manager,Rural,TikTok,116,17,Life Hacks,26,9,28,18,Morning,9,1,Boredom,Smartphone,Windows,7:45 AM,10,0,Commuting,Wi-Fi
40,Male,Barzil,58211,True,False,Manager,Rural,Instagram,118,14,Comedy,12,14,14,60,Night,2,8,Entertainment,Smartphone,Android,11:30 PM,4,6,At home,Wi-Fi
27,Female,India,23744,False,True,driver,Rural,TikTok,190,16,Life Hacks,21,5,44,18,Morning,9,1,Habit,Smartphone,Android,7:45 AM,10,0,At school,Mobile Data
22,Male,Philippines,44995,False,False,driver,Urban,Facebook,173,14,Gaming,11,11,34,1,Afternoon,6,4,Procrastination,Computer,MacOS,7:25 PM,8,2,At home,Mobile Data
53,Male,India,36977,False,True,Students,Urban,Instagram,77,16,Entertainment,12,8,13,14,Evening,7,3,Entertainment,Smartphone,MacOS,3:55 PM,9,1,At home,Mobile Data
51,Female,Japan,54542,True,False,driver,Urban,YouTube,189,8,Trends,19,5,31,8,Evening,7,3,Entertainment,Smartphone,iOS,3:55 PM,9,1,Commuting,Wi-Fi
48,Other,United States,30651,False,True,Labor/Worker,Rural,Instagram,190,3,Pranks,26,29,33,66,Night,2,8,Entertainment,Smartphone,Windows,11:30 PM,4,6,At home,Wi-Fi
27,Female,India,98931,True,False,Labor/Worker,Rural,TikTok,178,19,Jokes/Memes,12,11,39,51,Morning,9,1,Procrastination,Smartphone,Windows,7:45 AM,10,0,Commuting,Wi-Fi
36,Male,Germany,36715,False,True,Waiting staff,Urban,YouTube,31,1,Life Hacks,12,5,28,79,Night,2,8,Boredom,Tablet,Windows,11:30 PM,4,6,At home,Wi-Fi
49,Female,Japan,64409,True,False,Artist,Rural,Instagram,75,2,Comedy,14,17,25,60,Afternoon,6,4,Habit,Tablet,Android,7:25 PM,8,2,At home,Mobile Data
18,Male,Japan,44306,False,True,Waiting staff,Rural,Instagram,30,15,Trends,2,22,32,34,Evening,7,3,Habit,Smartphone,iOS,3:55 PM,9,1,At home,Mobile Data
22,Female,India,39086,False,False,Labor/Worker,Rural,Instagram,109,10,Trends,2,4,9,36,Evening,7,3,Boredom,Tablet,iOS,3:55 PM,9,1,At home,Mobile Data
62,Male,Germany,34376,False,True,Waiting staff,Urban,Instagram,112,18,Life Hacks,25,15,28,62,Night,2,8,Entertainment,Tablet,Android,11:30 PM,4,6,At work,Wi-Fi
21,Other,India,81350,True,True,Labor/Worker,Rural,YouTube,56,14,Life Hacks,29,19,31,1,Afternoon,6,4,Boredom,Smartphone,iOS,7:25 PM,8,2,At work,Wi-Fi
33,Male,United States,91425,True,True,Waiting staff,Urban,TikTok,48,17,Gaming,4,22,17,85,Evening,7,3,Boredom,Smartphone,Android,3:55 PM,9,1,At home,Wi-Fi
41,Female,Barzil,56636,True,True,Students,Rural,Instagram,294,13,Pranks,20,2,23,42,Evening,7,3,Entertainment,Computer,Windows,3:55 PM,9,1,Commuting,Mobile Data
33,Female,Pakistan,71649,True,False,driver,Urban,YouTube,99,1,Vlogs,23,24,13,1,Evening,7,3,Entertainment,Tablet,Android,3:55 PM,9,1,At home,Wi-Fi
19,Male,United States,54610,True,True,Students,Rural,TikTok,94,5,Jokes/Memes,26,17,10,96,Evening,7,3,Habit,Smartphone,iOS,3:55 PM,9,1,At work,Mobile Data
45,Female,India,30058,False,False,Students,Rural,Instagram,282,13,ASMR,16,12,16,84,Night,2,8,Boredom,Tablet,Android,11:30 PM,4,6,At home,Mobile Data
49,Male,Barzil,94637,True,True,Students,Rural,TikTok,197,14,Entertainment,10,25,6,54,Night,2,8,Habit,Tablet,Android,11:30 PM,4,6,At home,Mobile Data
44,Male,Indonesia,98033,True,False,Labor/Worker,Rural,TikTok,168,3,Gaming,13,24,48,47,Afternoon,6,4,Procrastination,Computer,iOS,7:25 PM,8,2,At school,Mobile Data
37,Male,India,90194,True,True,Waiting staff,Rural,YouTube,252,15,Jokes/Memes,2,17,11,39,Night,2,8,Procrastination,Smartphone,Android,11:30 PM,4,6,At work,Mobile Data
41,Female,Indonesia,96917,True,False,Engineer,Urban,TikTok,82,19,Vlogs,3,10,3,30,Night,2,8,Entertainment,Tablet,Android,11:30 PM,4,6,At home,Mobile Data
29,Female,Germany,84200,True,True,driver,Urban,YouTube,58,17,Entertainment,19,28,28,7,Night,2,8,Entertainment,Tablet,Android,11:30 PM,4,6,At home,Mobile Data
52,Male,Indonesia,66619,True,False,Artist,Rural,Instagram,110,3,Gaming,6,25,41,22,Morning,9,1,Entertainment,Computer,iOS,7:45 AM,10,0,At work,Mobile Data
50,Female,Vietnam,37154,False,True,Waiting staff,Rural,TikTok,11,16,Jokes/Memes,19,18,15,50,Morning,9,1,Boredom,Tablet,Android,7:45 AM,10,0,At home,Wi-Fi
50,Male,United States,39539,False,False,driver,Urban,TikTok,253,14,Vlogs,27,19,13,45,Night,2,8,Habit,Tablet,iOS,11:30 PM,4,6,At home,Wi-Fi
60,Other,United States,80058,True,True,Students,Rural,Facebook,185,12,Vlogs,21,18,42,74,Morning,9,1,Entertainment,Tablet,iOS,7:45 AM,10,0,At home,Mobile Data
54,Male,Pakistan,82068,True,False,Students,Urban,Instagram,247,12,Jokes/Memes,20,13,45,72,Evening,7,3,Entertainment,Tablet,Android,3:55 PM,9,1,At home,Mobile Data
29,Male,Vietnam,97313,True,True,Students,Rural,Instagram,68,11,Life Hacks,19,14,17,91,Morning,9,1,Boredom,Smartphone,Windows,7:45 AM,10,0,At home,Mobile Data
20,Female,India,50373,True,False,Waiting staff,Urban,Facebook,108,17,ASMR,8,24,7,10,Afternoon,6,4,Boredom,Smartphone,iOS,7:25 PM,8,2,Commuting,Wi-Fi
18,Male,Pakistan,53154,True,True,Manager,Rural,Facebook,11,8,Jokes/Memes,14,16,28,14,Afternoon,6,4,Entertainment,Computer,iOS,7:25 PM,8,2,At school,Mobile Data
50,Male,Indonesia,26031,False,False,Labor/Worker,Rural,YouTube,252,17,Jokes/Memes,10,18,38,46,Evening,7,3,Entertainment,Tablet,Android,3:55 PM,9,1,At work,Mobile Data
57,Female,India,91975,True,True,Students,Rural,YouTube,220,11,Comedy,3,26,13,75,Evening,7,3,Habit,Smartphone,Android,3:55 PM,9,1,At home,Wi-Fi
27,Female,Philippines,42785,False,True,Labor/Worker,Rural,TikTok,132,2,Vlogs,6,18,17,6,Afternoon,6,4,Entertainment,Smartphone,Android,7:25 PM,8,2,At work,Mobile Data
60,Other,India,98928,True,True,Labor/Worker,Rural,TikTok,238,10,Pranks,29,16,15,21,Night,2,8,Procrastination,Smartphone,MacOS,11:30 PM,4,6,At work,Mobile Data
61,Female,Mexico,48669,False,True,Labor/Worker,Rural,TikTok,91,10,Jokes/Memes,15,17,36,62,Night,2,8,Habit,Smartphone,Android,11:30 PM,4,6,Commuting,Mobile Data
46,Male,Pakistan,22282,False,False,Students,Urban,TikTok,153,11,Gaming,23,7,28,97,Afternoon,6,4,Boredom,Smartphone,Android,7:25 PM,8,2,At school,Wi-Fi
30,Female,Indonesia,54624,True,True,Engineer,Rural,YouTube,149,6,ASMR,23,12,15,19,Morning,9,1,Entertainment,Smartphone,iOS,7:45 AM,10,0,At work,Wi-Fi
29,Female,India,68438,True,False,Labor/Worker,Urban,Instagram,38,4,Vlogs,18,2,46,88,Night,2,8,Entertainment,Smartphone,iOS,11:30 PM,4,6,At home,Mobile Data
48,Other,Barzil,87534,True,True,Labor/Worker,Rural,TikTok,279,12,Comedy,14,10,11,82,Afternoon,6,4,Boredom,Smartphone,Android,7:25 PM,8,2,At work,Mobile Data
63,Male,United States,51705,True,False,Students,Rural,Instagram,256,11,Entertainment,19,5,31,99,Evening,7,3,Procrastination,Smartphone,Windows,3:55 PM,9,1,At home,Mobile Data
19,Male,Japan,58244,True,True,Waiting staff,Urban,TikTok,21,13,Vlogs,28,21,4,62,Afternoon,6,4,Habit,Smartphone,Android,7:25 PM,8,2,At school,Mobile Data
52,Male,United States,94964,True,False,Waiting staff,Urban,Facebook,115,5,Trends,26,3,35,83,Morning,9,1,Entertainment,Smartphone,Android,7:45 AM,10,0,At work,Mobile Data
40,Female,India,57437,True,True,Students,Rural,TikTok,41,6,Gaming,10,19,34,53,Morning,9,1,Boredom,Tablet,Windows,7:45 AM,10,0,At home,Mobile Data
34,Male,India,97872,True,False,Students,Urban,TikTok,83,1,Life Hacks,15,13,27,24,Afternoon,6,4,Boredom,Tablet,Windows,7:25 PM,8,2,At work,Wi-Fi
43,Male,Germany,94878,True,True,Engineer,Rural,TikTok,180,6,Vlogs,4,12,10,56,Night,2,8,Entertainment,Smartphone,Android,11:30 PM,4,6,At school,Mobile Data
25,Other,India,92982,True,False,Labor/Worker,Rural,YouTube,78,18,Life Hacks,23,3,30,62,Evening,7,3,Entertainment,Smartphone,Android,3:55 PM,9,1,At school,Wi-Fi
46,Female,India,70583,True,True,Waiting staff,Urban,Facebook,146,9,Trends,2,6,45,34,Afternoon,6,4,Habit,Computer,Windows,7:25 PM,8,2,At school,Mobile Data
43,Male,India,58392,True,False,Teacher,Rural,TikTok,109,15,Jokes/Memes,3,14,20,22,Evening,7,3,Entertainment,Smartphone,Android,3:55 PM,9,1,At school,Mobile Data
27,Other,United States,27461,False,True,Artist,Urban,TikTok,155,8,Jokes/Memes,7,4,29,68,Afternoon,6,4,Habit,Smartphone,iOS,7:25 PM,8,2,At home,Mobile Data
43,Male,India,30516,False,False,Waiting staff,Rural,Instagram,18,19,Life Hacks,23,13,29,57,Morning,9,1,Boredom,Smartphone,iOS,7:45 AM,10,0,At home,Mobile Data
51,Male,Pakistan,99285,True,True,Students,Rural,Facebook,71,16,Life Hacks,16,19,23,10,Afternoon,6,4,Procrastination,Smartphone,iOS,7:25 PM,8,2,At work,Mobile Data
58,Other,Japan,37514,False,False,Engineer,Rural,TikTok,194,6,Trends,10,18,21,66,Evening,7,3,Habit,Smartphone,iOS,3:55 PM,9,1,At work,Wi-Fi
24,Male,India,56268,True,True,Artist,Urban,Instagram,38,6,Comedy,19,29,48,8,Night,2,8,Habit,Computer,Android,11:30 PM,4,6,At school,Mobile Data
21,Female,Japan,56788,True,True,Waiting staff,Rural,Instagram,123,3,Gaming,28,3,43,97,Night,2,8,Boredom,Smartphone,MacOS,11:30 PM,4,6,At work,Wi-Fi
62,Male,Philippines,95749,True,True,Artist,Rural,YouTube,152,10,Entertainment,17,20,10,38,Night,2,8,Procrastination,Tablet,Android,11:30 PM,4,6,At school,Wi-Fi
28,Female,Indonesia,81049,True,True,Cashier,Rural,Instagram,129,1,Pranks,28,6,41,62,Evening,7,3,Procrastination,Smartphone,Android,3:55 PM,9,1,At home,Mobile Data
46,Male,India,82493,True,False,Labor/Worker,Rural,TikTok,179,14,Jokes/Memes,19,16,12,28,Night,2,8,Entertainment,Smartphone,Windows,11:30 PM,4,6,At work,Mobile Data
53,Female,United States,56027,True,True,Students,Rural,YouTube,166,4,Vlogs,5,20,30,10,Night,2,8,Entertainment,Smartphone,Android,11:30 PM,4,6,At home,Mobile Data
42,Other,India,62849,True,False,Cashier,Rural,YouTube,269,12,Gaming,23,24,33,45,Night,2,8,Habit,Computer,Android,11:30 PM,4,6,At home,Wi-Fi
38,Male,Indonesia,37858,False,True,Manager,Rural,TikTok,91,6,Life Hacks,20,3,18,65,Night,2,8,Entertainment,Tablet,Android,11:30 PM,4,6,At school,Mobile Data
53,Female,Philippines,99003,True,False,driver,Rural,Facebook,251,11,Trends,13,12,14,98,Evening,7,3,Procrastination,Smartphone,Android,3:55 PM,9,1,At school,Mobile Data
27,Male,United States,72395,True,True,driver,Rural,Instagram,181,12,ASMR,13,19,22,67,Night,2,8,Boredom,Smartphone,Android,11:30 PM,4,6,At home,Mobile Data
54,Male,India,59758,True,False,Students,Rural,YouTube,240,10,Life Hacks,11,19,21,9,Evening,7,3,Boredom,Tablet,Android,3:55 PM,9,1,At work,Mobile Data
26,Other,India,74312,True,True,Artist,Rural,Facebook,217,18,Gaming,11,24,1,5,Evening,7,3,Boredom,Tablet,MacOS,3:55 PM,9,1,At school,Mobile Data
41,Male,Japan,88670,True,False,Students,Urban,TikTok,84,7,Trends,16,4,49,10,Evening,7,3,Habit,Computer,Android,3:55 PM,9,1,Commuting,Wi-Fi
52,Male,Indonesia,35434,False,True,Waiting staff,Rural,Instagram,279,7,Trends,15,1,43,12,Night,2,8,Habit,Computer,Android,11:30 PM,4,6,At work,Mobile Data
52,Male,Japan,84047,True,False,Waiting staff,Urban,Instagram,123,11,Trends,17,2,15,82,Night,2,8,Boredom,Tablet,iOS,11:30 PM,4,6,At school,Wi-Fi
53,Other,Philippines,67775,True,True,Students,Rural,YouTube,71,4,Jokes/Memes,22,13,36,58,Night,2,8,Habit,Smartphone,iOS,11:30 PM,4,6,At home,Mobile Data
35,Other,United States,95769,True,False,Manager,Rural,Instagram,111,1,Pranks,18,26,47,21,Afternoon,6,4,Habit,Smartphone,Windows,7:25 PM,8,2,Commuting,Mobile Data
56,Female,India,86677,True,True,Labor/Worker,Rural,Instagram,219,13,Jokes/Memes,28,29,22,21,Afternoon,6,4,Habit,Tablet,Windows,7:25 PM,8,2,At home,Mobile Data
49,Female,Mexico,65734,True,False,Waiting staff,Urban,Instagram,264,18,Comedy,19,13,32,65,Evening,7,3,Habit,Tablet,MacOS,3:55 PM,9,1,At school,Mobile Data
41,Female,United States,60603,True,True,Students,Rural,Instagram,29,9,ASMR,4,2,46,3,Evening,7,3,Boredom,Tablet,Android,3:55 PM,9,1,At school,Mobile Data
40,Other,India,96708,True,False,Manager,Rural,TikTok,67,9,Life Hacks,22,19,33,69,Evening,7,3,Boredom,Smartphone,Android,3:55 PM,9,1,At school,Mobile Data
49,Male,United States,88803,True,True,Cashier,Urban,Facebook,121,9,Vlogs,22,22,41,89,Night,3,7,Habit,Smartphone,Windows,11:30 PM,5,5,At home,Wi-Fi
54,Male,Japan,59332,True,True,driver,Rural,TikTok,205,10,Vlogs,23,24,39,64,Night,3,7,Procrastination,Tablet,Android,11:30 PM,5,5,At school,Wi-Fi
29,Male,United States,41312,False,True,Labor/Worker,Rural,TikTok,101,2,ASMR,5,16,23,49,Afternoon,6,4,Boredom,Tablet,iOS,7:25 PM,8,2,At home,Wi-Fi
30,Male,Philippines,64179,True,True,Engineer,Rural,YouTube,61,6,Comedy,7,12,43,72,Night,3,7,Entertainment,Computer,iOS,11:30 PM,5,5,At home,Mobile Data
40,Other,Vietnam,91442,True,False,Teacher,Rural,Instagram,17,15,Gaming,2,1,2,17,Evening,7,3,Procrastination,Tablet,iOS,3:55 PM,9,1,At home,Wi-Fi
42,Male,Vietnam,60379,True,True,Students,Rural,TikTok,107,3,Entertainment,1,9,2,73,Afternoon,6,4,Boredom,Tablet,Android,7:25 PM,8,2,At home,Mobile Data
52,Male,Vietnam,37297,False,False,Cashier,Urban,Instagram,245,11,Jokes/Memes,12,17,38,32,Evening,7,3,Habit,Tablet,MacOS,3:55 PM,9,1,At work,Mobile Data
58,Male,Philippines,22011,False,True,Manager,Urban,TikTok,78,6,Jokes/Memes,10,10,29,70,Evening,7,3,Entertainment,Smartphone,iOS,3:55 PM,9,1,At work,Mobile Data
47,Female,United States,64014,True,False,Labor/Worker,Rural,TikTok,54,3,Entertainment,8,18,46,21,Evening,7,3,Habit,Smartphone,Android,3:55 PM,9,1,Commuting,Mobile Data
34,Female,India,31738,False,True,Students,Urban,YouTube,146,11,Pranks,1,19,3,7,Evening,7,3,Boredom,Smartphone,Android,3:55 PM,9,1,At school,Mobile Data
37,Male,Philippines,67498,True,False,Cashier,Urban,Facebook,243,15,Pranks,12,7,39,7,Morning,9,1,Habit,Computer,Android,7:45 AM,10,0,At work,Mobile Data
42,Female,Vietnam,31120,False,True,Waiting staff,Rural,Facebook,41,13,Pranks,2,25,7,27,Night,3,7,Habit,Smartphone,Android,11:30 PM,5,5,At work,Wi-Fi
39,Male,Indonesia,28767,False,False,Waiting staff,Rural,TikTok,298,10,Gaming,27,19,36,8,Night,3,7,Habit,Smartphone,Android,11:30 PM,5,5,At home,Wi-Fi
30,Male,Philippines,42852,False,True,driver,Rural,YouTube,135,6,Trends,28,24,29,73,Afternoon,6,4,Entertainment,Tablet,Android,7:25 PM,8,2,Commuting,Mobile Data
36,Male,Germany,99239,True,False,Students,Rural,Instagram,76,15,Pranks,10,15,37,28,Evening,7,3,Procrastination,Smartphone,Android,3:55 PM,9,1,At work,Mobile Data
53,Male,India,20929,False,True,Students,Rural,Instagram,39,18,Vlogs,22,9,49,79,Evening,7,3,Procrastination,Smartphone,MacOS,3:55 PM,9,1,At home,Mobile Data
29,Female,Vietnam,97487,True,False,driver,Rural,TikTok,123,18,Comedy,17,10,36,66,Night,3,7,Habit,Smartphone,Android,11:30 PM,5,5,At school,Mobile Data
58,Other,Barzil,37438,False,True,Teacher,Rural,Facebook,213,7,Jokes/Memes,26,23,23,71,Evening,5,5,Habit,Smartphone,Android,3:55 PM,7,3,At home,Wi-Fi
36,Other,India,68515,True,False,Students,Rural,YouTube,38,15,Trends,3,20,45,47,Evening,5,5,Boredom,Smartphone,Android,3:55 PM,7,3,At school,Mobile Data
29,Male,India,25744,False,True,Manager,Rural,Facebook,140,18,Vlogs,7,20,16,82,Evening,5,5,Boredom,Smartphone,Android,3:55 PM,7,3,At work,Mobile Data
26,Other,United States,62417,True,False,Students,Rural,Instagram,194,18,Jokes/Memes,12,4,48,86,Night,1,9,Procrastination,Smartphone,Android,11:30 PM,3,7,At work,Wi-Fi
24,Male,India,27069,False,True,Students,Rural,Facebook,262,9,Life Hacks,8,6,31,10,Night,1,9,Habit,Smartphone,Windows,11:30 PM,3,7,At home,Mobile Data
45,Female,India,62359,True,True,Labor/Worker,Rural,Instagram,295,2,Jokes/Memes,20,4,34,33,Night,1,9,Habit,Tablet,Android,11:30 PM,3,7,At home,Mobile Data
31,Male,Pakistan,39799,False,True,Waiting staff,Rural,YouTube,71,8,Jokes/Memes,12,5,1,7,Evening,5,5,Procrastination,Smartphone,MacOS,3:55 PM,7,3,At home,Wi-Fi
48,Female,Japan,90188,True,True,Waiting staff,Rural,YouTube,12,2,Gaming,3,9,18,3,Night,1,9,Boredom,Smartphone,Android,11:30 PM,3,7,At home,Wi-Fi
36,Female,India,27597,False,False,Cashier,Urban,TikTok,77,11,Jokes/Memes,17,12,40,14,Afternoon,4,6,Boredom,Smartphone,MacOS,7:25 PM,6,4,At school,Mobile Data
64,Male,Germany,67093,True,True,Students,Rural,TikTok,34,7,Pranks,28,23,43,44,Night,1,9,Entertainment,Tablet,Android,11:30 PM,3,7,At work,Mobile Data
33,Female,India,57226,True,False,Teacher,Rural,Facebook,188,6,Life Hacks,9,8,15,46,Afternoon,4,6,Habit,Smartphone,Windows,7:25 PM,6,4,At school,Wi-Fi
22,Male,Philippines,92127,True,True,Waiting staff,Rural,YouTube,150,10,Pranks,10,21,48,61,Evening,5,5,Habit,Smartphone,Android,3:55 PM,7,3,At school,Mobile Data
52,Other,Mexico,97362,True,False,Labor/Worker,Rural,YouTube,240,5,Vlogs,22,5,49,36,Evening,5,5,Habit,Smartphone,MacOS,3:55 PM,7,3,At work,Mobile Data
29,Male,Japan,46417,False,True,Students,Rural,TikTok,172,11,Pranks,6,29,17,13,Evening,5,5,Entertainment,Smartphone,Windows,3:55 PM,7,3,At work,Mobile Data
42,Male,Barzil,38693,False,False,driver,Rural,Instagram,139,1,Vlogs,25,11,44,16,Evening,5,5,Boredom,Smartphone,Android,3:55 PM,7,3,At home,Mobile Data
38,Male,India,99674,True,True,driver,Rural,Facebook,255,2,ASMR,1,23,10,80,Night,1,9,Procrastination,Smartphone,Android,11:30 PM,3,7,At school,Wi-Fi
53,Other,Japan,73161,True,False,Teacher,Rural,Facebook,181,1,Vlogs,22,11,20,5,Morning,7,3,Boredom,Smartphone,Windows,7:45 AM,9,1,At school,Mobile Data
40,Female,India,22169,False,True,Teacher,Rural,TikTok,73,19,Life Hacks,12,13,6,89,Night,1,9,Habit,Tablet,MacOS,11:30 PM,3,7,At school,Wi-Fi
33,Male,United States,42052,False,False,Cashier,Rural,YouTube,40,2,ASMR,5,14,8,38,Evening,5,5,Habit,Tablet,Windows,3:55 PM,7,3,At home,Mobile Data
56,Female,Japan,91849,True,True,Labor/Worker,Rural,TikTok,56,4,Vlogs,13,28,45,50,Morning,7,3,Entertainment,Smartphone,Android,7:45 AM,9,1,At work,Mobile Data
62,Male,Vietnam,93851,True,False,Students,Urban,TikTok,139,12,Gaming,27,8,34,38,Night,1,9,Habit,Smartphone,iOS,11:30 PM,3,7,At work,Mobile Data
59,Female,India,28036,False,True,Labor/Worker,Rural,TikTok,119,18,Gaming,15,25,32,56,Evening,5,5,Entertainment,Tablet,MacOS,3:55 PM,7,3,At work,Wi-Fi
56,Male,Barzil,51778,True,False,Students,Rural,TikTok,78,1,Comedy,22,18,42,63,Evening,5,5,Habit,Smartphone,Android,3:55 PM,7,3,At work,Wi-Fi
31,Male,Vietnam,47734,False,True,Waiting staff,Urban,Instagram,67,1,Jokes/Memes,11,19,4,48,Night,1,9,Boredom,Tablet,iOS,11:30 PM,3,7,At home,Mobile Data
48,Female,India,43173,False,False,Labor/Worker,Rural,Instagram,115,14,Vlogs,8,12,44,90,Night,1,9,Boredom,Tablet,Android,11:30 PM,3,7,At home,Wi-Fi
22,Male,United States,50403,True,True,Labor/Worker,Rural,YouTube,265,4,Life Hacks,5,12,39,59,Evening,5,5,Habit,Smartphone,Android,3:55 PM,7,3,At home,Mobile Data
52,Other,United States,86321,True,True,Cashier,Rural,TikTok,180,5,ASMR,2,18,20,77,Night,1,9,Entertainment,Tablet,Windows,11:30 PM,3,7,At work,Mobile Data
40,Male,Barzil,91675,True,True,Labor/Worker,Rural,Instagram,171,11,Gaming,12,10,24,44,Afternoon,4,6,Boredom,Tablet,Android,7:25 PM,6,4,At home,Mobile Data
46,Male,Mexico,26344,False,True,Cashier,Rural,YouTube,295,13,Gaming,28,7,24,90,Evening,5,5,Entertainment,Tablet,iOS,3:55 PM,7,3,At work,Mobile Data
60,Other,India,38800,False,False,Labor/Worker,Urban,TikTok,80,16,Entertainment,2,28,26,55,Afternoon,4,6,Entertainment,Smartphone,Android,7:25 PM,6,4,At home,Mobile Data
28,Male,United States,45372,False,True,Teacher,Rural,Facebook,264,13,Jokes/Memes,26,18,25,55,Night,1,9,Habit,Tablet,Android,11:30 PM,3,7,At school,Wi-Fi
