Age,Income,HasDebt,OwnsProperty,Profession,Demographics,Platform,MinutesSpent,NumSessions,Genre,VideoLength,VideoTime,NumVideos,TimeOfDay,ProductivityLoss,WatchReason,Device,OS,CurrentActivity,Connection,BinnedProdLoss
64,40538,False,True,Students,Rural,YouTube,12,16,Comedy,21,14,7,Afternoon,4,Boredom,Tablet,Windows,Work,WiFi,Medium
29,83918,True,False,Labor,Rural,Facebook,35,6,Pranks,3,15,10,Night,1,Entertainment,Computer,iOS,School,WiFi,Low
26,34973,False,True,Students,Rural,TikTok,135,14,Memes,10,16,47,Morning,7,Entertainment,Tablet,Android,Home,MobileData,High
27,91155,True,False,Cashier,Rural,TikTok,62,1,LifeHacks,19,2,12,Morning,7,Boredom,Computer,iOS,Home,MobileData,High
61,79500,True,True,Students,Urban,TikTok,207,17,LifeHacks,8,18,1,Night,1,Habit,Smartphone,Android,Home,MobileData,Low
34,56575,True,False,WaitStaff,Urban,Instagram,197,11,Vlogs,7,12,25,Evening,5,Procrastination,Tablet,Android,School,MobileData,Medium
55,62261,True,True,WaitStaff,Rural,YouTube,195,19,Trends,1,16,16,Night,1,Entertainment,Smartphone,Android,Work,MobileData,Low
24,47716,False,False,WaitStaff,Rural,Facebook,213,3,Gaming,12,13,5,Evening,5,Habit,Smartphone,Android,Home,MobileData,Medium
63,23236,False,True,Artist,Rural,YouTube,20,11,Entertainment,29,20,19,Evening,5,Entertainment,Smartphone,Android,Home,MobileData,Medium
30,35848,False,False,Driver,Rural,Instagram,155,5,ASMR,28,17,4,Morning,7,Entertainment,Smartphone,Android,Work,WiFi,High
57,22352,False,True,Students,Rural,YouTube,94,17,LifeHacks,5,18,6,Night,1,Entertainment,Smartphone,Android,School,MobileData,Low
59,21932,False,False,WaitStaff,Rural,Instagram,109,7,Memes,16,3,26,Night,1,Boredom,Smartphone,iOS,Work,MobileData,Low
26,96449,True,True,Cashier,Rural,TikTok,113,10,LifeHacks,25,23,49,Evening,5,Boredom,Smartphone,iOS,School,MobileData,Medium
44,28556,False,False,Driver,Rural,Facebook,55,11,LifeHacks,4,10,39,Afternoon,4,Habit,Tablet,MacOS,Work,MobileData,Medium
19,25498,False,True,WaitStaff,Rural,TikTok,53,3,Pranks,17,1,39,Morning,7,Entertainment,Smartphone,Android,School,WiFi,High
22,96118,True,True,Labor,Rural,YouTube,287,10,Trends,24,6,9,Afternoon,4,Entertainment,Smartphone,iOS,Work,WiFi,Medium
46,70098,True,True,Driver,Rural,TikTok,190,10,Trends,21,3,45,Afternoon,4,Entertainment,Smartphone,Android,Home,MobileData,Medium
54,84386,True,True,Driver,Rural,Facebook,196,14,Gaming,2,19,14,Evening,5,Procrastination,Smartphone,Android,Home,WiFi,Medium
55,29569,False,False,Students,Urban,TikTok,123,12,Entertainment,12,4,48,Night,1,Procrastination,Smartphone,Android,School,MobileData,Low
36,76882,True,True,Labor,Rural,Facebook,264,15,Vlogs,1,29,9,Evening,5,Habit,Smartphone,Android,Work,MobileData,Medium
25,90393,True,False,Manager,Urban,Facebook,39,10,Entertainment,12,20,15,Evening,5,Habit,Smartphone,Android,Home,WiFi,Medium
62,20340,False,True,WaitStaff,Urban,TikTok,273,10,Comedy,12,23,37,Night,1,Entertainment,Tablet,Android,Home,WiFi,Low
18,63949,True,False,WaitStaff,Rural,Instagram,107,19,Vlogs,12,3,20,Evening,5,Entertainment,Computer,Windows,Work,WiFi,Medium
39,82443,True,True,Labor,Rural,YouTube,124,1,Gaming,19,8,8,Night,1,Habit,Smartphone,Android,Home,MobileData,Low
34,94027,True,False,Labor,Rural,Instagram,285,10,Vlogs,25,8,32,Evening,5,Entertainment,Smartphone,MacOS,School,MobileData,Medium
24,20138,False,True,Labor,Rural,Instagram,290,2,Memes,17,27,47,Afternoon,4,Boredom,Smartphone,Windows,Home,MobileData,Medium
42,20358,False,False,Cashier,Rural,TikTok,284,17,Gaming,20,29,21,Night,1,Boredom,Tablet,iOS,Home,MobileData,Low
62,95250,True,True,WaitStaff,Urban,YouTube,270,7,Trends,24,7,41,Night,1,Boredom,Tablet,iOS,School,MobileData,Low
21,50654,True,False,WaitStaff,Rural,YouTube,216,7,Trends,24,2,19,Evening,5,Procrastination,Tablet,MacOS,Work,MobileData,Medium
53,45879,False,True,Students,Rural,Instagram,220,9,Vlogs,26,21,29,Afternoon,4,Boredom,Smartphone,Windows,Home,MobileData,Medium
23,75778,True,False,Artist,Rural,TikTok,224,2,ASMR,28,6,31,Evening,5,Entertainment,Tablet,iOS,Home,WiFi,Medium
48,57772,True,True,Students,Rural,YouTube,49,14,Pranks,11,28,6,Afternoon,4,Habit,Smartphone,iOS,Home,WiFi,Medium
36,78478,True,False,Labor,Rural,Instagram,35,17,Entertainment,13,16,4,Morning,7,Boredom,Computer,iOS,Home,MobileData,High
61,84353,True,True,Engineer,Urban,YouTube,36,1,Memes,27,10,43,Evening,5,Boredom,Smartphone,Android,Home,MobileData,Medium
56,46762,False,False,Artist,Rural,TikTok,199,9,Entertainment,8,4,29,Morning,7,Entertainment,Smartphone,Android,Home,MobileData,High
44,33283,False,True,Labor,Urban,TikTok,92,19,Gaming,10,13,42,Afternoon,4,Habit,Smartphone,Android,School,MobileData,Medium
27,83922,True,True,Labor,Rural,TikTok,179,4,Memes,8,10,3,Afternoon,4,Entertainment,Smartphone,Android,Home,MobileData,Medium
43,59420,True,True,Engineer,Urban,YouTube,176,8,Trends,20,21,1,Evening,5,Habit,Smartphone,iOS,School,MobileData,Medium
36,75568,True,True,WaitStaff,Rural,Facebook,197,13,ASMR,8,14,44,Evening,5,Habit,Tablet,MacOS,School,MobileData,Medium
56,40219,False,False,WaitStaff,Rural,YouTube,178,4,ASMR,9,9,15,Evening,5,Boredom,Smartphone,Android,Work,MobileData,Medium
20,77169,True,True,WaitStaff,Rural,Facebook,298,9,LifeHacks,7,11,47,Night,1,Habit,Smartphone,iOS,Work,MobileData,Low
62,94965,True,False,Driver,Rural,TikTok,238,9,Trends,14,23,21,Night,1,Habit,Smartphone,Windows,Work,MobileData,Low
30,66840,True,True,Driver,Rural,Instagram,106,18,ASMR,28,18,46,Afternoon,4,Habit,Tablet,MacOS,School,MobileData,Medium
45,64695,True,False,Students,Rural,Facebook,25,12,Memes,2,11,31,Afternoon,4,Procrastination,Tablet,iOS,Work,MobileData,Medium
37,97988,True,True,Engineer,Rural,TikTok,288,10,Gaming,25,17,7,Evening,5,Habit,Smartphone,Windows,School,WiFi,Medium
45,78342,True,False,Students,Rural,TikTok,144,11,Trends,11,2,17,Evening,5,Habit,Computer,Android,Home,MobileData,Medium
25,38951,False,True,Labor,Rural,Facebook,35,7,Memes,8,3,19,Evening,5,Boredom,Smartphone,Android,Home,WiFi,Medium
58,21307,False,False,Students,Rural,Instagram,21,9,ASMR,13,11,39,Evening,5,Procrastination,Tablet,Android,Work,WiFi,Medium
56,55428,True,True,Labor,Rural,TikTok,81,6,Memes,21,18,3,Afternoon,4,Entertainment,Tablet,Android,School,WiFi,Medium
18,95774,True,False,WaitStaff,Rural,Facebook,142,19,Entertainment,15,27,30,Night,1,Boredom,Tablet,Android,Home,MobileData,Low
20,58975,True,True,Students,Urban,Instagram,115,16,ASMR,28,3,35,Evening,5,Boredom,Smartphone,Android,Work,MobileData,Medium
30,21140,False,False,Labor,Rural,Instagram,229,15,Pranks,3,26,29,Night,1,Habit,Tablet,Android,School,MobileData,Low
45,44842,False,True,Labor,Rural,TikTok,186,7,LifeHacks,23,15,14,Night,1,Entertainment,Tablet,Android,Commuting,MobileData,Low
42,46421,False,False,Cashier,Rural,YouTube,291,16,Vlogs,14,11,35,Afternoon,4,Entertainment,Tablet,Android,Work,MobileData,Medium
50,21708,False,True,Artist,Rural,YouTube,142,5,Vlogs,15,11,28,Evening,5,Habit,Smartphone,Windows,Home,MobileData,Medium
55,23630,False,False,WaitStaff,Urban,TikTok,31,16,Memes,2,28,30,Night,1,Boredom,Tablet,Android,Commuting,WiFi,Low
23,39595,False,True,Students,Rural,Instagram,278,1,Vlogs,29,28,26,Night,1,Habit,Smartphone,Android,Home,MobileData,Low
61,96021,True,True,Students,Rural,TikTok,170,19,Pranks,19,25,7,Night,1,Boredom,Tablet,iOS,School,MobileData,Low
62,48308,False,True,Labor,Rural,Facebook,116,5,LifeHacks,12,20,39,Afternoon,4,Procrastination,Computer,iOS,Home,MobileData,Medium
49,64789,True,True,Students,Rural,YouTube,288,7,Gaming,25,28,31,Night,1,Boredom,Smartphone,Android,Home,MobileData,Low
62,75690,True,False,Labor,Rural,Facebook,244,19,Pranks,20,25,5,Evening,5,Procrastination,Tablet,iOS,School,WiFi,Medium
64,46086,False,True,Labor,Rural,TikTok,27,5,Gaming,4,11,35,Evening,5,Procrastination,Smartphone,Windows,Home,MobileData,Medium
38,36859,False,False,WaitStaff,Rural,TikTok,251,17,Vlogs,3,19,47,Night,1,Habit,Tablet,Android,Work,WiFi,Low
33,27684,False,True,Cashier,Rural,Instagram,126,8,LifeHacks,5,28,14,Afternoon,4,Habit,Tablet,iOS,Home,MobileData,Medium
38,21207,False,False,Students,Rural,Instagram,295,1,Trends,3,1,36,Night,1,Habit,Computer,Android,School,MobileData,Low
28,66099,True,True,Manager,Rural,Instagram,291,2,LifeHacks,25,27,27,Evening,5,Procrastination,Tablet,MacOS,Commuting,MobileData,Medium
54,87496,True,False,Students,Rural,Facebook,153,15,Memes,15,5,24,Afternoon,4,Procrastination,Computer,Android,Work,MobileData,Medium
53,86093,True,True,Students,Rural,Instagram,214,18,ASMR,19,10,40,Evening,5,Boredom,Computer,iOS,School,MobileData,Medium
52,49689,False,False,Labor,Rural,TikTok,48,11,LifeHacks,2,10,29,Afternoon,4,Entertainment,Tablet,Windows,Work,WiFi,Medium
36,68651,True,True,Driver,Urban,Instagram,163,10,ASMR,12,14,45,Afternoon,4,Habit,Tablet,Windows,Work,MobileData,Medium
37,33893,False,False,Students,Urban,YouTube,185,4,LifeHacks,5,2,22,Night,1,Entertainment,Tablet,MacOS,Commuting,MobileData,Low
35,86418,True,True,Students,Urban,Instagram,250,5,Memes,22,4,8,Morning,7,Entertainment,Tablet,Android,Home,MobileData,High
64,80011,True,False,WaitStaff,Urban,Facebook,143,4,Pranks,17,2,15,Night,1,Entertainment,Tablet,Windows,School,MobileData,Low
58,58635,True,True,Students,Rural,YouTube,55,13,Vlogs,14,18,49,Night,1,Habit,Smartphone,Android,School,WiFi,Low
31,76115,True,False,WaitStaff,Rural,YouTube,59,13,Entertainment,28,13,5,Morning,7,Entertainment,Smartphone,Windows,School,MobileData,High
32,98405,True,True,WaitStaff,Rural,YouTube,175,18,Entertainment,27,19,4,Evening,5,Habit,Computer,Windows,Work,MobileData,Medium
48,92702,True,False,Students,Rural,Facebook,115,2,Gaming,22,5,11,Night,1,Habit,Tablet,Android,Work,MobileData,Low
18,98518,True,True,Labor,Rural,TikTok,225,16,Pranks,10,20,18,Morning,7,Procrastination,Smartphone,MacOS,Work,MobileData,High
20,92805,True,True,Students,Rural,Instagram,155,1,LifeHacks,3,2,42,Night,1,Entertainment,Tablet,MacOS,School,MobileData,Low
33,78954,True,True,Teacher,Rural,YouTube,81,19,Memes,4,11,49,Night,1,Boredom,Tablet,Android,Commuting,WiFi,Low
40,48064,False,True,Artist,Rural,YouTube,282,9,Pranks,6,26,30,Morning,7,Boredom,Smartphone,iOS,School,MobileData,High
28,99063,True,False,Manager,Rural,YouTube,256,3,Vlogs,24,18,15,Afternoon,4,Entertainment,Smartphone,iOS,Work,MobileData,Medium
29,22454,False,True,Manager,Urban,TikTok,195,7,LifeHacks,25,6,6,Night,1,Habit,Smartphone,Android,Home,MobileData,Low
27,40878,False,False,Labor,Rural,TikTok,79,10,LifeHacks,22,23,16,Evening,5,Habit,Computer,Windows,Commuting,WiFi,Medium
49,71098,True,True,Labor,Rural,Facebook,159,1,Entertainment,16,28,47,Afternoon,4,Habit,Smartphone,MacOS,School,MobileData,Medium
33,82154,True,False,Teacher,Rural,TikTok,255,10,ASMR,7,10,40,Morning,7,Boredom,Smartphone,Android,Work,WiFi,High
25,32991,False,True,Students,Urban,Instagram,271,9,Entertainment,15,22,9,Evening,5,Habit,Smartphone,Android,School,MobileData,Medium
55,88344,True,False,Driver,Rural,Facebook,35,15,Pranks,21,23,43,Night,1,Boredom,Smartphone,Android,Work,WiFi,Low
29,56593,True,True,Driver,Rural,Facebook,149,15,Memes,28,17,34,Evening,5,Habit,Tablet,Android,School,MobileData,Medium
41,56304,True,False,Students,Rural,Instagram,108,3,Gaming,25,22,27,Night,1,Procrastination,Computer,Windows,Commuting,MobileData,Low
45,50386,True,True,WaitStaff,Rural,Instagram,287,5,Pranks,20,11,13,Evening,5,Procrastination,Smartphone,Android,Home,WiFi,Medium
25,75220,True,False,Students,Rural,Instagram,60,9,ASMR,26,19,36,Evening,5,Boredom,Smartphone,Android,Home,MobileData,Medium
45,89338,True,True,Students,Rural,Facebook,160,9,LifeHacks,11,17,27,Night,1,Procrastination,Smartphone,Android,Home,WiFi,Low
53,41083,False,False,WaitStaff,Urban,Facebook,113,7,Pranks,22,24,9,Morning,7,Boredom,Smartphone,Android,Work,WiFi,High
43,38354,False,True,Students,Rural,Facebook,98,12,Vlogs,21,4,5,Night,1,Boredom,Computer,Android,Home,MobileData,Low
25,42190,False,False,WaitStaff,Rural,Instagram,150,9,Memes,1,26,22,Afternoon,4,Entertainment,Smartphone,Android,Home,MobileData,Medium
45,26142,False,True,Cashier,Rural,Instagram,222,6,LifeHacks,5,24,31,Evening,5,Boredom,Computer,MacOS,Home,WiFi,Medium
45,48398,False,False,Teacher,Urban,YouTube,242,2,LifeHacks,13,26,3,Night,1,Entertainment,Smartphone,Android,Work,MobileData,Low
54,71971,True,True,Cashier,Urban,TikTok,192,9,Gaming,21,14,30,Evening,5,Entertainment,Tablet,Android,Home,WiFi,Medium
58,61862,True,True,Artist,Rural,YouTube,260,17,Vlogs,14,27,21,Afternoon,4,Entertainment,Tablet,Android,Work,MobileData,Medium
53,73410,True,True,Students,Rural,Instagram,18,1,LifeHacks,9,20,35,Evening,5,Boredom,Computer,MacOS,Commuting,MobileData,Medium
44,39503,False,True,Cashier,Rural,Facebook,88,19,Gaming,17,4,6,Evening,5,Boredom,Tablet,Android,School,WiFi,Medium
34,68456,True,False,Students,Urban,Instagram,61,6,Vlogs,15,28,28,Afternoon,4,Procrastination,Computer,iOS,Home,WiFi,Medium
26,28016,False,True,Students,Urban,TikTok,278,5,LifeHacks,21,14,32,Night,1,Boredom,Smartphone,Windows,Home,WiFi,Low
50,22384,False,False,Cashier,Rural,YouTube,235,2,Memes,7,26,42,Evening,5,Entertainment,Computer,Android,Home,MobileData,Medium
37,82320,True,True,Students,Rural,YouTube,60,9,Trends,27,4,37,Night,1,Boredom,Computer,Android,School,WiFi,Low
30,35072,False,False,Students,Urban,Facebook,195,14,Memes,22,6,25,Night,1,Habit,Smartphone,iOS,Home,WiFi,Low
45,60510,True,True,Driver,Rural,YouTube,43,4,Vlogs,22,9,32,Evening,5,Habit,Tablet,MacOS,Home,MobileData,Medium
46,68933,True,False,Labor,Rural,YouTube,239,4,Trends,12,21,35,Evening,5,Habit,Smartphone,Android,School,MobileData,Medium
30,41826,False,True,Labor,Urban,Instagram,140,15,Entertainment,23,12,22,Evening,5,Habit,Smartphone,Android,Home,MobileData,Medium
63,88026,True,False,Labor,Rural,YouTube,129,8,Pranks,6,29,24,Night,1,Procrastination,Tablet,iOS,Home,WiFi,Low
52,45518,False,True,Artist,Rural,YouTube,256,4,LifeHacks,21,26,39,Night,1,Boredom,Smartphone,iOS,Home,WiFi,Low
23,44045,False,False,WaitStaff,Rural,YouTube,201,16,Entertainment,16,8,30,Afternoon,4,Procrastination,Smartphone,Android,School,WiFi,Medium
35,70876,True,True,Students,Rural,Facebook,219,4,LifeHacks,26,24,32,Evening,5,Entertainment,Tablet,iOS,Home,MobileData,Medium
22,71919,True,False,WaitStaff,Rural,Facebook,112,16,Entertainment,5,4,31,Evening,5,Habit,Smartphone,Android,Work,MobileData,Medium
64,47103,False,True,Students,Rural,Instagram,142,12,Vlogs,9,27,23,Night,1,Entertainment,Smartphone,Android,Home,MobileData,Low
42,56188,True,False,Artist,Rural,YouTube,148,16,Entertainment,14,26,40,Morning,7,Boredom,Computer,Windows,School,MobileData,High
19,25845,False,True,Labor,Rural,Facebook,130,19,ASMR,8,25,33,Evening,5,Entertainment,Tablet,Windows,Home,MobileData,Medium
27,56674,True,False,Driver,Rural,Facebook,103,8,Memes,14,25,25,Night,1,Habit,Tablet,iOS,School,MobileData,Low
47,39337,False,True,WaitStaff,Rural,Instagram,138,6,Vlogs,12,5,36,Morning,7,Procrastination,Tablet,Android,Home,MobileData,High
62,42313,False,True,Driver,Rural,TikTok,100,10,Vlogs,10,6,24,Evening,5,Boredom,Smartphone,Windows,School,MobileData,Medium
22,46943,False,True,Students,Urban,YouTube,101,5,LifeHacks,20,5,31,Afternoon,4,Entertainment,Smartphone,Windows,Home,MobileData,Medium
50,97949,True,True,WaitStaff,Urban,Facebook,72,18,Trends,20,19,39,Evening,5,Entertainment,Tablet,Android,Commuting,WiFi,Medium
18,20276,False,False,Students,Rural,Instagram,38,10,Vlogs,26,27,46,Afternoon,4,Boredom,Smartphone,Android,Work,MobileData,Medium
35,71151,True,True,Labor,Rural,Instagram,219,10,Pranks,21,8,13,Afternoon,4,Boredom,Smartphone,Android,Home,MobileData,Medium
49,37611,False,False,Cashier,Urban,Instagram,21,7,Gaming,13,9,10,Afternoon,4,Boredom,Tablet,Windows,School,WiFi,Medium
64,31944,False,True,Artist,Rural,Facebook,139,18,LifeHacks,29,15,23,Evening,5,Procrastination,Tablet,iOS,School,WiFi,Medium
28,72887,True,False,Students,Rural,YouTube,182,1,ASMR,19,4,18,Evening,5,Entertainment,Tablet,iOS,School,MobileData,Medium
38,69847,True,True,Cashier,Rural,TikTok,217,7,Trends,15,25,32,Night,1,Habit,Computer,MacOS,Home,WiFi,Low
43,78653,True,False,Students,Rural,YouTube,33,1,Pranks,8,9,33,Afternoon,4,Habit,Tablet,Android,Commuting,MobileData,Medium
42,76622,True,True,WaitStaff,Rural,Instagram,108,15,ASMR,23,7,36,Afternoon,4,Habit,Computer,Android,Home,MobileData,Medium
39,47810,False,False,WaitStaff,Rural,Instagram,148,4,Trends,21,8,28,Afternoon,4,Boredom,Smartphone,Android,Work,MobileData,Medium
44,97842,True,True,Engineer,Rural,TikTok,183,10,Vlogs,10,15,16,Evening,5,Boredom,Smartphone,Android,Commuting,WiFi,Medium
30,30503,False,False,Driver,Rural,YouTube,38,9,Pranks,3,19,16,Evening,5,Entertainment,Tablet,Android,School,MobileData,Medium
50,56976,True,True,WaitStaff,Rural,Instagram,152,2,Comedy,21,15,18,Morning,7,Habit,Smartphone,MacOS,Home,MobileData,High
51,31590,False,False,WaitStaff,Rural,Instagram,51,14,Trends,3,5,8,Night,1,Entertainment,Smartphone,Android,Home,MobileData,Low
58,30886,False,True,WaitStaff,Rural,YouTube,217,16,Gaming,26,19,42,Evening,5,Boredom,Smartphone,iOS,Home,WiFi,Medium
52,32866,False,False,Students,Rural,Instagram,201,1,Entertainment,5,7,16,Afternoon,4,Entertainment,Smartphone,iOS,Work,MobileData,Medium
18,86624,True,True,WaitStaff,Rural,YouTube,169,2,LifeHacks,16,6,11,Evening,5,Boredom,Tablet,Windows,Home,MobileData,Medium
38,88899,True,False,Students,Rural,Instagram,73,7,Gaming,17,27,6,Afternoon,3,Boredom,Computer,Android,Home,MobileData,Low
23,52792,True,True,Cashier,Rural,YouTube,252,10,Gaming,6,19,1,Night,9,Habit,Tablet,iOS,School,MobileData,High
45,29764,False,True,Driver,Rural,TikTok,267,1,ASMR,26,25,12,Evening,3,Habit,Smartphone,iOS,Commuting,MobileData,Low
34,62727,True,True,Students,Rural,Instagram,161,13,ASMR,20,28,38,Evening,9,Entertainment,Smartphone,Android,Home,MobileData,High
22,98471,True,True,Driver,Rural,TikTok,224,1,Entertainment,20,17,28,Afternoon,3,Habit,Tablet,MacOS,Home,MobileData,Low
48,28068,False,False,Labor,Rural,Instagram,175,5,LifeHacks,16,10,45,Evening,3,Habit,Tablet,Windows,Home,MobileData,Low
22,27295,False,True,Students,Rural,Instagram,40,16,Trends,24,19,17,Afternoon,8,Habit,Smartphone,iOS,Home,WiFi,High
55,61160,True,False,Manager,Rural,Facebook,241,15,LifeHacks,2,11,1,Afternoon,6,Habit,Computer,Android,School,MobileData,Medium
20,31390,False,True,Cashier,Rural,YouTube,291,17,Pranks,20,15,32,Evening,8,Boredom,Computer,iOS,Work,WiFi,High
40,40131,False,False,Cashier,Urban,TikTok,38,16,Entertainment,15,10,8,Evening,6,Habit,Smartphone,iOS,Home,WiFi,Medium
54,95969,True,True,Engineer,Urban,TikTok,204,13,Pranks,18,11,40,Night,8,Boredom,Smartphone,Android,Work,WiFi,High
54,35038,False,False,Students,Rural,TikTok,265,11,Pranks,1,23,43,Morning,8,Procrastination,Smartphone,Windows,School,MobileData,High
27,72327,True,True,WaitStaff,Rural,YouTube,290,17,Pranks,26,3,46,Morning,8,Boredom,Smartphone,Android,School,MobileData,High
27,97064,True,False,Teacher,Rural,Facebook,96,17,Entertainment,29,3,24,Evening,6,Boredom,Smartphone,Windows,Work,WiFi,Medium
36,41281,False,True,Cashier,Rural,TikTok,158,2,Entertainment,29,18,10,Afternoon,8,Boredom,Computer,Android,Work,MobileData,High
34,74189,True,False,Labor,Urban,YouTube,258,13,Gaming,19,25,47,Afternoon,8,Entertainment,Smartphone,iOS,Home,WiFi,High
38,68511,True,True,Students,Rural,Instagram,292,14,Trends,12,11,39,Night,9,Boredom,Tablet,MacOS,School,MobileData,High
31,28605,False,False,Labor,Rural,TikTok,207,11,Vlogs,8,20,39,Morning,6,Entertainment,Smartphone,MacOS,Work,WiFi,Medium
26,21381,False,True,WaitStaff,Rural,TikTok,53,10,Vlogs,6,26,10,Morning,6,Boredom,Smartphone,iOS,Home,MobileData,Medium
63,86634,True,False,Driver,Rural,Facebook,37,3,Vlogs,12,29,36,Afternoon,3,Procrastination,Computer,Android,Work,MobileData,Low
18,39810,False,True,WaitStaff,Urban,TikTok,26,17,Gaming,7,22,25,Evening,8,Boredom,Smartphone,Android,Home,MobileData,High
62,44322,False,False,Teacher,Urban,TikTok,136,15,Vlogs,18,18,10,Morning,8,Entertainment,Smartphone,Android,Commuting,MobileData,High
30,61869,True,True,Labor,Urban,Instagram,177,9,Gaming,22,25,19,Evening,6,Boredom,Smartphone,Android,School,MobileData,Medium
21,52955,True,True,Students,Rural,YouTube,253,10,Comedy,14,15,46,Night,8,Habit,Tablet,iOS,Home,WiFi,High
18,81388,True,True,Students,Rural,YouTube,85,8,Entertainment,8,7,45,Evening,3,Procrastination,Computer,Android,Home,WiFi,Low
57,30207,False,True,WaitStaff,Rural,Facebook,240,13,Vlogs,24,10,15,Evening,8,Boredom,Smartphone,Android,Home,MobileData,High
49,87628,True,False,Engineer,Rural,Instagram,213,18,LifeHacks,20,21,16,Night,8,Entertainment,Tablet,Android,School,MobileData,High
51,48220,False,True,Teacher,Rural,YouTube,257,5,Memes,22,23,2,Afternoon,9,Procrastination,Tablet,Android,School,MobileData,High
45,94085,True,False,WaitStaff,Urban,Instagram,223,6,LifeHacks,14,20,29,Night,6,Habit,Smartphone,MacOS,Commuting,MobileData,Medium
48,42031,False,True,Teacher,Urban,YouTube,224,17,Memes,5,29,4,Night,3,Habit,Computer,iOS,Home,MobileData,Low
25,90721,True,False,Cashier,Rural,Instagram,167,11,Pranks,9,10,29,Afternoon,8,Boredom,Computer,Android,Home,MobileData,High
56,91312,True,True,Students,Rural,Facebook,78,16,ASMR,8,13,31,Afternoon,8,Habit,Smartphone,Windows,Home,MobileData,High
43,79766,True,False,Labor,Rural,TikTok,94,9,Memes,2,15,17,Night,3,Boredom,Smartphone,Android,Commuting,MobileData,Low
51,32449,False,True,Artist,Rural,Facebook,276,2,Trends,28,23,10,Morning,3,Entertainment,Smartphone,iOS,Commuting,MobileData,Low
20,76699,True,False,Students,Urban,YouTube,78,5,ASMR,16,18,27,Night,6,Boredom,Smartphone,Android,Home,MobileData,Medium
29,66092,True,True,Students,Rural,Facebook,108,1,Vlogs,13,23,41,Evening,3,Habit,Smartphone,iOS,Home,MobileData,Low
18,83671,True,False,Students,Rural,TikTok,225,4,Vlogs,7,4,15,Afternoon,6,Habit,Computer,MacOS,Home,MobileData,Medium
61,30350,False,True,Students,Rural,Facebook,170,4,Memes,16,20,44,Afternoon,8,Entertainment,Smartphone,Android,School,MobileData,High
22,88487,True,False,Labor,Urban,YouTube,103,3,LifeHacks,7,17,31,Evening,8,Entertainment,Smartphone,MacOS,Work,MobileData,High
47,37622,False,True,Students,Urban,YouTube,183,9,Memes,27,28,21,Night,9,Habit,Tablet,Android,School,WiFi,High
47,90263,True,False,Labor,Rural,Facebook,174,12,Gaming,14,3,41,Night,3,Procrastination,Smartphone,Android,Work,MobileData,Low
34,73117,True,True,WaitStaff,Rural,TikTok,124,10,Memes,14,21,46,Night,8,Entertainment,Tablet,Android,Work,WiFi,High
64,78394,True,False,Students,Rural,Facebook,229,2,Pranks,12,21,45,Evening,8,Entertainment,Smartphone,iOS,School,MobileData,High
40,43782,False,True,Artist,Rural,TikTok,40,11,Memes,1,2,26,Afternoon,6,Habit,Smartphone,Android,Work,MobileData,Medium
32,48454,False,True,Cashier,Rural,Instagram,20,10,Gaming,1,4,38,Afternoon,3,Entertainment,Smartphone,MacOS,School,MobileData,Low
54,87904,True,True,Labor,Rural,TikTok,139,6,Pranks,12,1,36,Night,8,Habit,Smartphone,MacOS,Home,WiFi,High
38,35592,False,True,Labor,Urban,Instagram,114,18,LifeHacks,20,15,17,Morning,6,Habit,Smartphone,Android,School,MobileData,Medium
31,42173,False,False,Students,Urban,Facebook,36,2,Memes,21,25,3,Evening,6,Habit,Smartphone,iOS,Work,WiFi,Medium
19,53204,True,True,Driver,Rural,TikTok,236,2,Pranks,15,1,14,Evening,8,Entertainment,Tablet,Android,Home,WiFi,High
28,55596,True,False,Labor,Urban,Instagram,11,10,Gaming,4,6,49,Evening,8,Entertainment,Tablet,iOS,Work,WiFi,High
56,54324,True,True,Students,Rural,Instagram,110,16,Trends,7,7,13,Night,6,Boredom,Smartphone,Android,School,WiFi,Medium
55,81202,True,False,WaitStaff,Rural,Instagram,30,12,Vlogs,16,19,41,Afternoon,8,Entertainment,Smartphone,iOS,Home,WiFi,High
51,50750,True,True,Manager,Urban,YouTube,67,1,LifeHacks,3,12,27,Evening,3,Boredom,Smartphone,Windows,Work,MobileData,Low
55,96112,True,False,Students,Rural,Facebook,189,8,Memes,7,1,1,Night,6,Entertainment,Smartphone,iOS,Home,MobileData,Medium
51,36566,False,True,WaitStaff,Urban,Instagram,29,16,Pranks,29,7,17,Morning,6,Habit,Smartphone,iOS,School,WiFi,Medium
35,27190,False,False,Students,Urban,TikTok,264,18,Memes,24,19,48,Evening,3,Habit,Smartphone,Android,Work,MobileData,Low
47,58333,True,True,Labor,Urban,Instagram,47,13,Memes,22,13,34,Night,3,Entertainment,Smartphone,Android,Commuting,MobileData,Low
32,21589,False,False,Labor,Rural,YouTube,157,15,Comedy,6,26,14,Evening,6,Entertainment,Smartphone,Android,School,WiFi,Medium
44,45235,False,True,Students,Rural,Facebook,34,12,LifeHacks,16,12,17,Afternoon,6,Boredom,Smartphone,iOS,Home,MobileData,Medium
51,20159,False,False,Students,Urban,YouTube,130,8,Memes,24,12,3,Night,8,Boredom,Smartphone,Windows,Home,MobileData,High
55,32145,False,True,WaitStaff,Rural,YouTube,35,10,Gaming,8,22,34,Night,8,Habit,Smartphone,iOS,Work,MobileData,High
