Age,Gender,Country,Income,HasDebt,OwnsProperty,Demographics,Platform,MinutesSpent,NumSessions,NumVideos,ScrollRate,TimeOfDay,ProductivityLoss,Satisfaction,WatchReason,SelfControl,AddictionLevel,CurrentActivity,BinnedProdLoss
39,Male,India,47810,False,False,Rural,Instagram,148,4,28,74,Afternoon,4,6,Boredom,6,4,At work,Medium
44,Female,Brazil,97842,True,True,Rural,TikTok,183,10,16,99,Evening,5,5,Boredom,7,3,Commuting,Medium
30,Other,India,30503,False,False,Rural,YouTube,38,9,16,52,Evening,5,5,Entertainment,7,3,At school,Medium
50,Male,Vietnam,56976,True,True,Rural,Instagram,152,2,18,93,Morning,7,3,Habit,9,1,At home,High
51,Female,India,31590,False,False,Rural,Instagram,51,14,8,76,Night,1,9,Entertainment,3,7,At home,Low
58,Other,Germany,30886,False,True,Rural,YouTube,217,16,42,65,Evening,5,5,Boredom,7,3,At home,Medium
52,Male,Pakistan,32866,False,False,Rural,Instagram,201,1,16,65,Afternoon,4,6,Entertainment,6,4,At work,Medium
18,Other,United States,86624,True,True,Rural,YouTube,169,2,11,10,Evening,5,5,Boredom,7,3,At home,Medium
38,Female,United States,88899,True,False,Rural,Instagram,73,7,6,18,Afternoon,3,7,Boredom,5,5,At home,Low
23,Male,Indonesia,52792,True,True,Rural,YouTube,252,10,1,47,Night,9,1,Habit,10,0,At school,High
45,Female,Mexico,29764,False,True,Rural,TikTok,267,1,12,66,Evening,3,7,Habit,5,5,Commuting,Low
34,Female,Pakistan,62727,True,True,Rural,Instagram,161,13,38,49,Evening,9,1,Entertainment,10,0,At home,High
22,Other,Indonesia,98471,True,True,Rural,TikTok,224,1,28,72,Afternoon,3,7,Habit,5,5,At home,Low
48,Male,Vietnam,28068,False,False,Rural,Instagram,175,5,45,22,Evening,3,7,Habit,5,5,At home,Low
22,Female,India,27295,False,True,Rural,Instagram,40,16,17,86,Afternoon,8,2,Habit,10,0,At home,High
55,Female,Mexico,61160,True,False,Rural,Facebook,241,15,1,26,Afternoon,6,4,Habit,8,2,At school,Medium
20,Male,Mexico,31390,False,True,Rural,YouTube,291,17,32,90,Evening,8,2,Boredom,10,0,At work,High
40,Male,Japan,40131,False,False,Urban,TikTok,38,16,8,9,Evening,6,4,Habit,8,2,At home,Medium
54,Female,Japan,95969,True,True,Urban,TikTok,204,13,40,21,Night,8,2,Boredom,10,0,At work,High
54,Male,India,35038,False,False,Rural,TikTok,265,11,43,95,Morning,8,2,Procrastination,10,0,At school,High
27,Female,India,72327,True,True,Rural,YouTube,290,17,46,63,Morning,8,2,Boredom,10,0,At school,High
27,Male,India,97064,True,False,Rural,Facebook,96,17,24,6,Evening,6,4,Boredom,8,2,At work,Medium
36,Male,India,41281,False,True,Rural,TikTok,158,2,10,14,Afternoon,8,2,Boredom,10,0,At work,High
34,Male,United States,74189,True,False,Urban,YouTube,258,13,47,33,Afternoon,8,2,Entertainment,10,0,At home,High
38,Other,United States,68511,True,True,Rural,Instagram,292,14,39,71,Night,9,1,Boredom,10,0,At school,High
31,Male,Japan,28605,False,False,Rural,TikTok,207,11,39,24,Morning,6,4,Entertainment,8,2,At work,Medium
26,Male,Japan,21381,False,True,Rural,TikTok,53,10,10,73,Morning,6,4,Boredom,8,2,At home,Medium
63,Female,Japan,86634,True,False,Rural,Facebook,37,3,36,75,Afternoon,3,7,Procrastination,5,5,At work,Low
18,Female,Pakistan,39810,False,True,Urban,TikTok,26,17,25,87,Evening,8,2,Boredom,10,0,At home,High
62,Female,Brazil,44322,False,False,Urban,TikTok,136,15,10,51,Morning,8,2,Entertainment,10,0,Commuting,High
30,Other,India,61869,True,True,Urban,Instagram,177,9,19,2,Evening,6,4,Boredom,8,2,At school,Medium
21,Female,Pakistan,52955,True,True,Rural,YouTube,253,10,46,15,Night,8,2,Habit,10,0,At home,High
18,Male,United States,81388,True,True,Rural,YouTube,85,8,45,35,Evening,3,7,Procrastination,5,5,At home,Low
57,Female,United States,30207,False,True,Rural,Facebook,240,13,15,36,Evening,8,2,Boredom,10,0,At home,High
49,Male,Vietnam,87628,True,False,Rural,Instagram,213,18,16,92,Night,8,2,Entertainment,10,0,At school,High
51,Male,Germany,48220,False,True,Rural,YouTube,257,5,2,39,Afternoon,9,1,Procrastination,10,0,At school,High
45,Male,Mexico,94085,True,False,Urban,Instagram,223,6,29,4,Night,6,4,Habit,8,2,Commuting,Medium
48,Male,India,42031,False,True,Urban,YouTube,224,17,4,64,Night,3,7,Habit,5,5,At home,Low
25,Male,Indonesia,90721,True,False,Rural,Instagram,167,11,29,74,Afternoon,8,2,Boredom,10,0,At home,High
56,Male,Philippines,91312,True,True,Rural,Facebook,78,16,31,6,Afternoon,8,2,Habit,10,0,At home,High
43,Male,United States,79766,True,False,Rural,TikTok,94,9,17,57,Night,3,7,Boredom,5,5,Commuting,Low
51,Female,Vietnam,32449,False,True,Rural,Facebook,276,2,10,30,Morning,3,7,Entertainment,5,5,Commuting,Low
20,Female,India,76699,True,False,Urban,YouTube,78,5,27,99,Night,6,4,Boredom,8,2,At home,Medium
29,Other,Germany,66092,True,True,Rural,Facebook,108,1,41,74,Evening,3,7,Habit,5,5,At home,Low
18,Female,Pakistan,83671,True,False,Rural,TikTok,225,4,15,96,Afternoon,6,4,Habit,8,2,At home,Medium
61,Other,India,30350,False,True,Rural,Facebook,170,4,44,67,Afternoon,8,2,Entertainment,10,0,At school,High
22,Male,Mexico,88487,True,False,Urban,YouTube,103,3,31,90,Evening,8,2,Entertainment,10,0,At work,High
47,Male,India,37622,False,True,Urban,YouTube,183,9,21,15,Night,9,1,Habit,10,0,At school,High
47,Male,Brazil,90263,True,False,Rural,Facebook,174,12,41,17,Night,3,7,Procrastination,5,5,At work,Low
34,Male,Japan,73117,True,True,Rural,TikTok,124,10,46,91,Night,8,2,Entertainment,10,0,At work,High
64,Other,Japan,78394,True,False,Rural,Facebook,229,2,45,18,Evening,8,2,Entertainment,10,0,At school,High
40,Female,Mexico,43782,False,True,Rural,TikTok,40,11,26,19,Afternoon,6,4,Habit,8,2,At work,Medium
32,Female,Germany,48454,False,True,Rural,Instagram,20,10,38,76,Afternoon,3,7,Entertainment,5,5,At school,Low
54,Male,Vietnam,87904,True,True,Rural,TikTok,139,6,36,88,Night,8,2,Habit,10,0,At home,High
38,Male,Pakistan,35592,False,True,Urban,Instagram,114,18,17,69,Morning,6,4,Habit,8,2,At school,Medium
31,Male,Japan,42173,False,False,Urban,Facebook,36,2,3,24,Evening,6,4,Habit,8,2,At work,Medium
19,Male,India,53204,True,True,Rural,TikTok,236,2,14,91,Evening,8,2,Entertainment,10,0,At home,High
28,Female,Indonesia,55596,True,False,Urban,Instagram,11,10,49,48,Evening,8,2,Entertainment,10,0,At work,High
56,Other,United States,54324,True,True,Rural,Instagram,110,16,13,30,Night,6,4,Boredom,8,2,At school,Medium
55,Male,United States,81202,True,False,Rural,Instagram,30,12,41,15,Afternoon,8,2,Entertainment,10,0,At home,High
51,Male,United States,50750,True,True,Urban,YouTube,67,1,27,47,Evening,3,7,Boredom,5,5,At work,Low
55,Male,Vietnam,96112,True,False,Rural,Facebook,189,8,1,44,Night,6,4,Entertainment,8,2,At home,Medium
51,Male,India,36566,False,True,Urban,Instagram,29,16,17,98,Morning,6,4,Habit,8,2,At school,Medium
35,Male,India,27190,False,False,Urban,TikTok,264,18,48,27,Evening,3,7,Habit,5,5,At work,Low
47,Male,Mexico,58333,True,True,Urban,Instagram,47,13,34,84,Night,3,7,Entertainment,5,5,Commuting,Low
32,Female,United States,21589,False,False,Rural,YouTube,157,15,14,64,Evening,6,4,Entertainment,8,2,At school,Medium
44,Female,India,45235,False,True,Rural,Facebook,34,12,17,41,Afternoon,6,4,Boredom,8,2,At home,Medium
51,Other,Pakistan,20159,False,False,Urban,YouTube,130,8,3,96,Night,8,2,Boredom,10,0,At home,High
55,Female,Brazil,32145,False,True,Rural,YouTube,35,10,34,68,Night,8,2,Habit,10,0,At work,High
50,Male,Brazil,51921,True,False,Rural,YouTube,178,14,40,5,Morning,6,4,Procrastination,8,2,At home,Medium
41,Male,India,36237,False,True,Rural,TikTok,234,5,25,53,Evening,6,4,Boredom,8,2,At home,Medium
32,Male,Vietnam,28244,False,False,Rural,Facebook,10,18,2,8,Afternoon,8,2,Habit,10,0,At work,High
47,Male,Japan,34743,False,True,Urban,Facebook,270,19,34,22,Evening,8,2,Boredom,10,0,At work,High
59,Female,India,66101,True,True,Rural,TikTok,22,15,26,7,Night,3,7,Entertainment,5,5,At home,Low
34,Female,United States,76378,True,True,Urban,Facebook,57,6,31,22,Morning,8,2,Entertainment,10,0,Commuting,High
22,Female,Philippines,91126,True,True,Rural,YouTube,103,11,9,46,Evening,6,4,Habit,8,2,At home,Medium
46,Male,United States,76071,True,False,Rural,Facebook,270,11,30,30,Evening,3,7,Boredom,5,5,At home,Low
21,Female,Mexico,91121,True,True,Rural,TikTok,287,18,20,16,Afternoon,8,2,Entertainment,10,0,Commuting,High
27,Other,Mexico,94763,True,False,Rural,YouTube,214,18,21,79,Evening,3,7,Procrastination,5,5,At home,Low
34,Male,Brazil,32237,False,True,Rural,TikTok,194,10,29,5,Evening,3,7,Procrastination,5,5,At work,Low
27,Male,Brazil,35649,False,False,Urban,Instagram,184,2,25,67,Evening,3,7,Boredom,5,5,At school,Low
34,Male,Vietnam,57713,True,True,Rural,YouTube,78,9,38,23,Evening,3,7,Entertainment,5,5,At work,Low
37,Male,Germany,93463,True,False,Rural,YouTube,113,14,44,61,Evening,6,4,Boredom,8,2,At work,Medium
41,Male,Indonesia,65409,True,True,Rural,Facebook,255,19,25,74,Night,8,2,Entertainment,10,0,At school,High
22,Other,Indonesia,68766,True,False,Rural,YouTube,170,10,9,5,Evening,3,7,Boredom,5,5,At work,Low
51,Female,Germany,66154,True,True,Urban,TikTok,209,4,39,23,Evening,8,2,Habit,10,0,At home,High
23,Female,Japan,27016,False,False,Rural,Facebook,225,6,44,79,Evening,6,4,Habit,8,2,At work,Medium
19,Male,Indonesia,99563,True,True,Urban,Instagram,221,14,26,82,Night,8,2,Boredom,10,0,At school,High
30,Male,Vietnam,68688,True,False,Urban,TikTok,25,4,37,25,Afternoon,6,4,Entertainment,8,2,At school,Medium
60,Female,Philippines,74238,True,True,Urban,Instagram,214,15,16,8,Morning,3,7,Habit,5,5,At home,Low
60,Male,Philippines,78608,True,False,Rural,Instagram,48,16,37,95,Night,3,7,Procrastination,5,5,At home,Low
28,Female,India,51897,True,True,Rural,Instagram,98,7,12,21,Afternoon,3,7,Boredom,5,5,Commuting,Low
64,Female,India,70961,True,False,Rural,YouTube,265,17,24,2,Afternoon,3,7,Boredom,5,5,Commuting,Low
40,Male,Philippines,88703,True,True,Rural,TikTok,263,19,26,22,Night,3,7,Entertainment,5,5,At work,Low
33,Female,United States,64757,True,True,Urban,TikTok,225,19,20,72,Afternoon,3,7,Habit,5,5,At school,Low
48,Other,United States,46917,False,True,Urban,YouTube,181,17,9,87,Evening,6,4,Habit,8,2,At school,Medium
28,Male,Germany,42736,False,True,Rural,Facebook,146,6,23,96,Night,3,7,Boredom,5,5,Commuting,Low
33,Other,India,47990,False,False,Urban,Instagram,187,11,39,72,Evening,3,7,Habit,5,5,At home,Low
25,Other,India,82551,True,True,Urban,TikTok,86,16,29,68,Evening,3,7,Boredom,5,5,At school,Low
21,Male,Brazil,78161,True,False,Rural,YouTube,197,8,31,64,Night,8,2,Boredom,10,0,At school,High
57,Other,Mexico,99623,True,True,Urban,Instagram,24,11,19,94,Afternoon,9,1,Habit,10,0,At school,High
21,Female,Vietnam,42440,False,False,Rural,Facebook,223,7,20,19,Afternoon,8,2,Procrastination,10,0,At home,High
42,Female,Philippines,55205,True,True,Urban,Facebook,217,19,23,87,Night,6,4,Habit,8,2,Commuting,Medium
20,Female,Indonesia,75103,True,False,Rural,Instagram,178,10,43,82,Night,3,7,Habit,5,5,At school,Low
49,Male,Germany,90812,True,True,Rural,Facebook,289,9,27,53,Evening,8,2,Boredom,10,0,At school,High
20,Other,United States,61627,True,False,Rural,TikTok,155,4,30,93,Evening,6,4,Entertainment,8,2,Commuting,Medium
44,Male,Philippines,39008,False,True,Rural,TikTok,272,15,21,87,Night,3,7,Habit,5,5,At home,Low
46,Female,India,91274,True,False,Rural,TikTok,13,13,44,97,Morning,3,7,Boredom,5,5,At home,Low
49,Other,Mexico,52402,True,True,Rural,Facebook,99,2,35,52,Evening,3,7,Habit,5,5,At work,Low
36,Other,India,73384,True,False,Rural,TikTok,69,2,49,47,Night,3,7,Habit,5,5,At school,Low
38,Male,Indonesia,25793,False,True,Rural,YouTube,25,16,7,82,Evening,8,2,Habit,10,0,At home,High
22,Male,India,25571,False,False,Urban,TikTok,236,9,22,54,Evening,3,7,Boredom,5,5,Commuting,Low
35,Female,Brazil,36209,False,True,Rural,TikTok,38,13,10,44,Morning,3,7,Entertainment,5,5,At home,Low
45,Male,Philippines,63148,True,False,Rural,Facebook,160,3,23,97,Afternoon,8,2,Entertainment,10,0,At school,High
59,Male,Brazil,22224,False,True,Rural,TikTok,254,9,15,7,Evening,3,7,Habit,5,5,At home,Low
39,Male,Vietnam,68695,True,True,Urban,Instagram,279,13,30,92,Night,3,7,Habit,5,5,At school,Low
38,Male,Japan,52441,True,True,Rural,YouTube,88,2,34,1,Evening,8,2,Entertainment,10,0,At work,High
23,Female,United States,59129,True,True,Rural,Facebook,298,8,13,63,Evening,8,2,Entertainment,10,0,At home,High
18,Other,Mexico,82368,True,False,Urban,YouTube,162,9,4,98,Morning,8,2,Entertainment,10,0,At school,High
22,Female,Pakistan,64760,True,True,Rural,Instagram,286,16,18,39,Night,3,7,Entertainment,5,5,At school,Low
58,Other,Pakistan,43478,False,False,Urban,Facebook,288,2,23,19,Evening,3,7,Habit,5,5,At work,Low
29,Other,Mexico,91854,True,True,Urban,Facebook,66,6,33,31,Afternoon,8,2,Procrastination,10,0,Commuting,High
43,Male,India,32180,False,False,Rural,TikTok,195,8,34,77,Morning,8,2,Boredom,10,0,At home,High
63,Male,Vietnam,35372,False,True,Rural,YouTube,102,5,34,24,Afternoon,8,2,Habit,10,0,At work,High
51,Male,United States,49796,False,False,Rural,Instagram,285,9,36,69,Afternoon,3,7,Habit,5,5,At school,Low
31,Male,India,78272,True,True,Urban,Instagram,167,1,35,87,Night,3,7,Habit,5,5,At school,Low
43,Female,India,74040,True,False,Rural,Facebook,284,9,17,83,Morning,3,7,Boredom,5,5,At home,Low
62,Other,United States,95357,True,True,Rural,TikTok,190,10,28,65,Night,8,2,Procrastination,10,0,At home,High
44,Male,Mexico,91368,True,False,Rural,Facebook,86,4,14,33,Morning,8,2,Entertainment,10,0,At school,High
26,Male,India,98356,True,True,Rural,Facebook,160,3,34,59,Evening,3,7,Procrastination,5,5,At school,Low
43,Other,Pakistan,36211,False,False,Rural,Facebook,247,10,48,33,Evening,8,2,Habit,10,0,At home,High
64,Male,India,25842,False,True,Urban,Facebook,298,15,11,32,Morning,3,7,Habit,5,5,At home,Low
39,Male,Germany,83115,True,False,Rural,Instagram,240,11,13,59,Night,3,7,Procrastination,5,5,At school,Low
64,Male,Japan,86852,True,True,Rural,Instagram,27,14,33,92,Night,6,4,Entertainment,8,2,At school,Medium
47,Female,Pakistan,65968,True,False,Urban,Facebook,82,6,2,41,Afternoon,8,2,Entertainment,10,0,At school,High
60,Male,United States,37508,False,True,Rural,Facebook,198,12,34,12,Evening,8,2,Procrastination,10,0,At school,High
34,Other,Brazil,42005,False,True,Rural,TikTok,26,13,29,73,Evening,3,7,Entertainment,5,5,At home,Low
43,Other,Germany,74575,True,True,Rural,Facebook,28,17,37,11,Night,3,7,Boredom,5,5,At school,Low
53,Other,Germany,38971,False,True,Rural,Instagram,228,16,4,97,Evening,6,4,Entertainment,8,2,At work,Medium
18,Female,India,45599,False,False,Rural,YouTube,129,3,12,19,Night,6,4,Procrastination,8,2,At home,Medium
25,Female,Japan,86914,True,True,Rural,Instagram,110,2,26,54,Night,8,2,Habit,10,0,At home,High
52,Male,Philippines,87055,True,False,Rural,TikTok,43,11,28,57,Night,3,7,Entertainment,5,5,At home,Low
32,Female,Japan,25355,False,True,Rural,Instagram,93,9,3,42,Evening,3,7,Entertainment,5,5,At home,Low
64,Female,United States,74120,True,False,Rural,YouTube,205,3,20,98,Afternoon,9,1,Habit,10,0,At home,High
39,Female,United States,94619,True,True,Rural,Facebook,211,18,10,71,Afternoon,6,4,Habit,8,2,At school,Medium
31,Male,Indonesia,58342,True,False,Rural,YouTube,20,15,18,31,Evening,6,4,Entertainment,8,2,At home,Medium
43,Female,Pakistan,98860,True,True,Rural,Facebook,227,14,27,52,Night,8,2,Habit,10,0,At home,High
45,Male,Pakistan,22257,False,False,Urban,Facebook,262,2,31,2,Afternoon,8,2,Boredom,10,0,At school,High
40,Male,Pakistan,47364,False,True,Urban,Instagram,231,17,27,83,Evening,3,7,Habit,5,5,At home,Low
31,Male,Indonesia,44972,False,False,Rural,Instagram,89,8,42,38,Afternoon,9,1,Boredom,10,0,At home,High
41,Male,Vietnam,46654,False,True,Rural,Instagram,16,10,1,32,Morning,8,2,Boredom,10,0,At home,High
19,Other,India,49320,False,False,Rural,TikTok,281,18,6,10,Night,3,7,Entertainment,5,5,At work,Low
62,Male,Japan,40808,False,True,Urban,Instagram,236,19,11,8,Evening,9,1,Procrastination,10,0,Commuting,High
43,Male,India,72389,True,False,Urban,TikTok,25,8,34,90,Afternoon,8,2,Entertainment,10,0,At school,High
31,Female,United States,54773,True,True,Urban,Instagram,21,8,39,94,Night,8,2,Boredom,10,0,Commuting,High
24,Female,Japan,71168,True,False,Rural,Facebook,250,3,20,75,Evening,6,4,Procrastination,8,2,At school,Medium
20,Other,United States,47747,False,True,Rural,TikTok,30,3,21,20,Afternoon,3,7,Procrastination,5,5,At school,Low
64,Female,Germany,96396,True,True,Urban,YouTube,187,12,21,20,Morning,8,2,Boredom,10,0,At work,High
40,Other,India,77505,True,True,Rural,TikTok,237,17,18,9,Evening,6,4,Entertainment,8,2,At home,Medium
63,Female,Brazil,38135,False,True,Urban,TikTok,282,4,21,72,Evening,3,7,Entertainment,5,5,At work,Low
60,Other,Indonesia,67377,True,False,Rural,YouTube,297,17,19,15,Afternoon,6,4,Habit,8,2,At work,Medium
64,Female,Mexico,43554,False,True,Rural,TikTok,143,14,4,98,Afternoon,3,7,Boredom,5,5,At home,Low
62,Female,India,82491,True,False,Rural,Facebook,292,19,13,88,Night,3,7,Habit,5,5,At home,Low
35,Female,United States,75621,True,True,Rural,Instagram,162,9,18,97,Evening,8,2,Entertainment,10,0,At work,High
55,Female,Pakistan,78283,True,False,Rural,YouTube,75,12,29,63,Evening,8,2,Boredom,10,0,At home,High
52,Female,United States,36923,False,True,Rural,Instagram,146,5,25,91,Night,6,4,Boredom,8,2,At work,Medium
32,Male,Philippines,67591,True,False,Rural,Facebook,101,11,13,21,Afternoon,6,4,Boredom,8,2,At home,Medium
42,Male,United States,82261,True,True,Rural,YouTube,268,3,27,5,Afternoon,3,7,Habit,5,5,At school,Low
54,Male,United States,74336,True,False,Rural,Instagram,112,15,19,35,Night,8,2,Habit,10,0,At work,High
45,Male,Pakistan,94083,True,True,Rural,Instagram,64,14,49,85,Afternoon,8,2,Habit,10,0,At school,High
27,Male,Mexico,80948,True,False,Rural,Facebook,266,11,1,68,Evening,6,4,Habit,8,2,Commuting,Medium
56,Other,Indonesia,53002,True,True,Rural,Instagram,110,8,38,48,Evening,8,2,Boredom,10,0,At school,High
34,Male,India,93016,True,False,Rural,Facebook,207,4,19,80,Morning,8,2,Habit,7,3,Commuting,High
56,Other,Pakistan,46672,False,True,Rural,TikTok,235,12,1,95,Morning,6,4,Habit,8,2,At home,Medium
39,Male,United States,24213,False,False,Rural,Facebook,246,8,40,90,Evening,6,4,Entertainment,8,2,At home,Medium
43,Male,Indonesia,30293,False,True,Rural,TikTok,35,6,17,62,Afternoon,6,4,Entertainment,8,2,At school,Medium
61,Female,United States,75860,True,False,Rural,YouTube,130,15,21,35,Morning,3,7,Habit,5,5,At home,Low
42,Female,Indonesia,82507,True,True,Rural,Instagram,191,12,22,70,Night,3,7,Habit,5,5,At school,Low
34,Female,Mexico,77134,True,True,Rural,Facebook,208,16,15,97,Afternoon,8,2,Habit,10,0,At home,High
30,Female,Brazil,22100,False,True,Rural,Facebook,264,16,39,21,Morning,3,7,Habit,5,5,At school,Low
37,Other,United States,81997,True,True,Urban,Instagram,131,4,48,80,Afternoon,8,2,Entertainment,10,0,At home,High
42,Female,Pakistan,48172,False,False,Rural,Instagram,40,11,39,39,Evening,9,1,Boredom,10,0,At home,High
21,Other,Indonesia,40132,False,True,Rural,YouTube,294,13,32,34,Night,8,2,Habit,10,0,At work,High
27,Male,United States,38199,False,False,Urban,YouTube,115,9,49,15,Night,6,4,Entertainment,8,2,At school,Medium
20,Male,Vietnam,56609,True,True,Rural,Facebook,233,4,4,6,Evening,6,4,Entertainment,8,2,At home,Medium
58,Female,Japan,62965,True,False,Rural,YouTube,282,12,44,66,Morning,8,2,Boredom,10,0,At school,High
62,Female,Philippines,28016,False,True,Rural,TikTok,241,9,45,88,Evening,8,2,Entertainment,10,0,At home,High
35,Other,United States,59779,True,False,Urban,YouTube,265,13,32,56,Night,8,2,Habit,10,0,At school,High
64,Female,India,51881,True,True,Urban,YouTube,33,16,4,49,Evening,8,2,Entertainment,10,0,Commuting,High
53,Other,Brazil,44472,False,False,Rural,Facebook,118,6,1,92,Evening,3,7,Boredom,5,5,At work,Low
64,Female,Brazil,71813,True,True,Rural,TikTok,200,10,33,1,Evening,8,2,Habit,10,0,At school,High
39,Male,United States,56021,True,False,Urban,YouTube,34,13,7,65,Night,6,4,Habit,8,2,At home,Medium
51,Male,Philippines,74131,True,True,Rural,TikTok,196,7,9,28,Afternoon,9,1,Boredom,10,0,At home,High
64,Female,India,44087,False,False,Rural,TikTok,297,19,1,20,Evening,9,1,Entertainment,10,0,At home,High
25,Female,Mexico,32828,False,True,Rural,TikTok,125,19,16,48,Evening,9,1,Habit,10,0,At home,High
57,Other,United States,81610,True,False,Rural,Instagram,46,17,18,72,Night,8,2,Entertainment,10,0,At home,High
61,Male,Pakistan,21401,False,True,Rural,Instagram,291,13,47,65,Evening,8,2,Habit,10,0,At work,High
36,Female,Brazil,35193,False,False,Rural,Instagram,146,13,6,90,Afternoon,8,2,Entertainment,10,0,At home,High
59,Other,United States,64864,True,True,Rural,Instagram,236,2,2,51,Evening,6,4,Procrastination,8,2,At home,Medium
58,Female,United States,40307,False,True,Rural,Facebook,191,10,9,43,Evening,8,2,Entertainment,10,0,At school,High
54,Female,Mexico,39611,False,True,Rural,YouTube,95,13,4,49,Night,8,2,Entertainment,10,0,At work,High
23,Male,Mexico,63791,True,True,Rural,Instagram,62,9,45,25,Evening,8,2,Procrastination,10,0,Commuting,High
43,Male,India,31950,False,False,Rural,Facebook,244,1,23,74,Afternoon,3,7,Habit,5,5,At work,Low
51,Male,India,96240,True,True,Rural,YouTube,276,14,43,76,Afternoon,9,1,Habit,10,0,At work,High
62,Male,India,97403,True,False,Rural,Instagram,296,16,45,41,Evening,8,2,Habit,10,0,At home,High
23,Female,Vietnam,22745,False,True,Rural,YouTube,109,15,43,71,Afternoon,8,2,Habit,10,0,At school,High
54,Male,Vietnam,75243,True,False,Urban,Instagram,96,1,8,64,Night,9,1,Boredom,10,0,At school,High
50,Other,India,23866,False,True,Rural,Facebook,24,17,39,61,Evening,8,2,Procrastination,10,0,At work,High
39,Female,India,52245,True,False,Urban,TikTok,110,13,25,12,Evening,3,7,Boredom,5,5,Commuting,Low
38,Male,India,64724,True,True,Urban,TikTok,174,15,16,81,Afternoon,3,7,Habit,5,5,At home,Low
23,Male,Indonesia,91354,True,False,Rural,YouTube,38,16,35,69,Afternoon,8,2,Procrastination,10,0,At school,High
23,Male,Mexico,71374,True,True,Rural,Facebook,123,16,17,14,Afternoon,3,7,Habit,5,5,At home,Low
21,Male,Philippines,50116,True,False,Rural,TikTok,116,2,18,34,Afternoon,8,2,Boredom,10,0,At work,High
47,Female,Vietnam,40447,False,True,Rural,Instagram,139,17,27,48,Evening,3,7,Habit,5,5,At school,Low
28,Female,Pakistan,50431,True,False,Rural,TikTok,93,11,15,61,Night,8,2,Entertainment,10,0,At school,High
47,Other,Indonesia,37908,False,True,Rural,YouTube,280,8,17,81,Evening,8,2,Habit,10,0,At home,High
48,Female,United States,49336,False,False,Rural,YouTube,253,3,43,35,Afternoon,6,4,Habit,8,2,Commuting,Medium
41,Male,United States,60992,True,True,Urban,Facebook,223,12,5,65,Night,8,2,Boredom,10,0,At work,High
26,Other,India,75350,True,False,Rural,YouTube,175,16,16,59,Afternoon,8,2,Boredom,10,0,At home,High
20,Male,Philippines,89561,True,True,Rural,TikTok,288,14,15,36,Evening,8,2,Boredom,10,0,At school,High
48,Male,United States,71955,True,True,Rural,TikTok,68,16,42,79,Evening,3,7,Entertainment,5,5,At home,Low
57,Male,Brazil,81240,True,True,Rural,TikTok,99,17,46,19,Night,8,2,Boredom,10,0,At work,High
54,Male,India,40093,False,True,Rural,TikTok,203,11,34,42,Night,9,1,Habit,10,0,At home,High
53,Female,Brazil,26155,False,False,Urban,Facebook,132,17,48,69,Evening,3,7,Boredom,5,5,At school,Low
41,Female,India,66607,True,True,Rural,Instagram,145,19,19,19,Night,3,7,Boredom,5,5,At work,Low
48,Male,India,53487,True,False,Rural,Instagram,148,1,8,39,Evening,3,7,Habit,5,5,At work,Low
23,Male,United States,75668,True,True,Rural,Facebook,238,12,47,69,Evening,8,2,Entertainment,10,0,At home,High
19,Male,India,40963,False,False,Rural,YouTube,283,15,10,52,Evening,6,4,Entertainment,8,2,Commuting,Medium
37,Male,Germany,70124,True,True,Urban,Instagram,59,18,5,12,Afternoon,8,2,Habit,10,0,At school,High
45,Other,Vietnam,72870,True,False,Rural,YouTube,127,14,48,83,Morning,8,2,Boredom,10,0,At school,High
28,Male,Germany,76547,True,True,Urban,Instagram,211,1,26,47,Evening,8,2,Habit,10,0,At school,High
21,Female,Germany,84110,True,False,Rural,YouTube,200,13,22,76,Afternoon,3,7,Boredom,5,5,At home,Low
32,Male,Japan,73554,True,True,Rural,Facebook,190,15,44,36,Afternoon,3,7,Procrastination,5,5,At work,Low
23,Other,Vietnam,40936,False,False,Urban,TikTok,87,7,23,63,Afternoon,8,2,Habit,10,0,At school,High
47,Male,Indonesia,24426,False,True,Rural,YouTube,84,15,13,76,Evening,3,7,Boredom,5,5,At home,Low
55,Female,Philippines,47606,False,False,Rural,TikTok,290,10,9,82,Afternoon,3,7,Boredom,5,5,At home,Low
19,Male,India,67832,True,True,Rural,YouTube,30,14,49,51,Night,3,7,Entertainment,5,5,Commuting,Low
32,Female,India,48151,False,False,Rural,YouTube,180,6,20,43,Night,3,7,Habit,5,5,Commuting,Low
28,Male,Indonesia,99303,True,True,Rural,YouTube,24,14,28,34,Evening,6,4,Habit,8,2,At school,Medium
25,Female,United States,31308,False,False,Rural,YouTube,220,12,44,97,Morning,8,2,Boredom,8,2,At school,High
43,Female,United States,82522,True,True,Urban,YouTube,57,11,37,49,Night,8,2,Habit,10,0,At home,High
62,Female,Germany,65671,True,True,Rural,TikTok,95,19,24,18,Night,9,1,Entertainment,10,0,At home,High
61,Other,Indonesia,22204,False,True,Rural,YouTube,158,2,44,61,Evening,3,7,Boredom,5,5,At work,Low
22,Female,Vietnam,51131,True,True,Rural,TikTok,197,1,33,57,Night,8,2,Entertainment,10,0,At home,High
23,Female,Germany,72428,True,False,Urban,Facebook,160,8,20,93,Night,6,4,Habit,8,2,At school,Medium
43,Female,Brazil,53870,True,True,Rural,Instagram,150,14,48,5,Night,6,4,Boredom,8,2,At school,Medium
